GGL	一
OLG	畑
LUG	畔
LLF	畕
YKL	畗
LMF	畘
QYV	留
CDL	畚
YXL	畜
YLQ	畝
FLQ	畞
LWT	畟
JAF	畢
LTK	略
LFF	畦
OLF	畨
LYE	畩
VFL	畫
LTX	畮
LCW	畯
LAW	異
LPE	畳
IPK	當
LDS	畸
LPQ	畹
LJG	畼
LTG	畽
XXA	畿
LIP	疂
LUJ	疃
LGL	疅
XFG	疆
LFN	疇
NHI	疋
NHY	疏
XTD	疑
UBE	疓
USK	疔
UXV	疕
UAD	疘
UTN	疙
UFI	疛
UGH	疜
UMK	疝
UDN	疣
UCV	疤
UWJ	疥
UWC	疫
UHC	疲
UAF	疳
UHX	疵
UAN	疶
UWE	疹
UTP	疺
UKW	疻
UTU	疼
UEG	疽
UTD	疾
UXJ	疿
UYX	痃
UGM	病
UNX	痆
UWG	痊
UJI	痋
UGX	痍
UQQ	痑
UVE	痕
UTX	痗
UGV	痙
UCE	痛
UTW	痜
UIE	痟
UCW	痠
UTJ	痢
UFN	痣
UWW	痤
UUK	痥
UJH	痩
UEE	痭
UPH	痯
UOO	痰
USF	痲
USS	痳
UTB	痵
UMA	痶
URM	痸
URT	痺
ULD	痼
UBS	痾
UYW	瘁
UCD	瘆
UTG	瘇
UWT	瘋
UJG	瘍
UMN	瘑
UPL	瘒
UQM	瘓
UNH	瘕
UCY	瘙
ULI	瘝
UDW	瘞
UJL	瘟
UIW	瘠
URQ	瘣
UQY	瘤
UEH	瘦
UHA	瘧
UAW	瘩
UXD	瘬
UCC	瘮
ULX	瘰
UNW	瘳
UUJ	瘴
UWF	瘵
UEK	瘸
UNF	瘺
ULV	瘻
UAM	癀
UDU	療
UUE	癇
UWX	癈
UBW	癊
UKK	癌
UGY	癍
ULG	癏
UNK	癖
UEN	癙
UNA	癜
UYU	癠
UUF	癢
UTV	癤
UTM	癥
UQO	癬
UMM	癭
UHH	癯
UVK	癰
UAK	癱
UFH	癲
ULL	癳
WGD	癸
WFQ	発
WXW	發
RRR	白
DJF	百
RNN	癿
RXB	皀
RFJ	皁
RAB	皂
RQY	的
XXR	皆
RGF	皇
RHX	皉
RIF	皐
RTR	皒
DJD	皕
RPF	皖
RRD	皞
RRI	皡
REL	皭
HCI	皮
HCF	皯
HCQ	皰
PLH	皸
HCP	皹
QBT	皺
HAE	皻
HLF	盀
GFL	盂
DHL	盃
XHL	盄
KHL	盅
WVL	盆
DYL	盇
BCL	盈
TLF	盉
UWL	益
FCL	盍
MDL	盎
DOL	盔
DNX	盛
IQW	盜
VIL	盝
AAL	盞
JEL	盟
VHG	盡
EIL	盥
XFU	盭
HHH	目
HSH	盯
HFH	盰
HGF	盱
YNH	盲
HYN	盳
FHF	直
HTN	盵
HFQ	盶
SHG	相
HGB	盹
HRH	盺
HWV	盼
RFH	盾
HYY	盿
HEG	眀
ITH	省
HQA	眂
HRC	眅
HYT	眆
HPQ	眈
NHD	眉
RHF	看
HAR	眍
HFI	眎
HMD	眏
HXE	眑
HJH	眒
LIU	眔
HWE	眕
HKQ	眖
HQK	眗
DUH	眘
HCK	眙
HGS	眜
HPS	眝
FHW	真
HNA	眠
HRW	眣
HNX	眤
HXH	眥
HVK	眧
HTP	眨
HYX	眩
HUG	眫
HDX	眬
HFF	眭
HMG	眮
HGC	眰
HGX	眱
HBG	眲
HQJ	眴
HQQ	眵
UDH	眷
HCT	眸
HUD	眹
HQI	眺
HVE	眼
HRE	眽
LWW	眾
WWH	睂
HIE	睄
HPF	睆
HUX	睇
HKG	睈
HWW	睉
HKE	睊
HTR	睋
HHQ	睍
HRD	睎
HLS	睏
HOO	睒
HDF	睚
HGE	睛
HEV	睜
HSW	睞
HYW	睟
HTF	睡
HLG	睤
HRT	睥
HFW	睦
HEQ	睨
HVI	睩
LFU	睪
HGV	睫
HES	睬
HMF	睭
HAD	睰
HNH	睱
HJT	睲
HPL	睴
HFK	睵
HDW	睶
HVG	睷
HFT	睹
HWN	睺
HJG	睼
HPG	睿
HRF	瞃
HAL	瞄
HTO	瞅
HOP	瞇
HWC	瞈
HOV	瞊
HEH	瞍
HPD	瞎
HPJ	瞑
HYK	瞓
HTW	瞛
HLV	瞜
HYR	瞝
HAM	瞞
HSF	瞟
HKK	瞣
HWY	瞧
HOG	瞨
HWG	瞪
HSJ	瞫
HEP	瞬
HDU	瞭
HYC	瞮
HNB	瞰
HCN	瞲
HUJ	瞳
HRL	瞴
HOQ	瞵
HQD	瞻
HHP	瞾
HHW	瞿
HTM	矀
HPN	矃
HNW	矅
HAP	矇
HRP	矈
HXR	矊
HDA	矋
HOA	矌
HQM	矎
HTH	矏
HHA	矑
HUE	矓
HIP	矘
HUN	矙
HNI	矚
TDU	矢
CTD	矣
QDT	矦
TDX	矧
TDT	矯
TDL	矲
DSH	矴
DBG	矷
DFH	矸
DTN	矻
DAG	矼
DQY	矽
DIT	砂
DMY	砃
DFW	砆
DYY	砇
DDB	砈
DAV	砌
DQW	砍
DBY	砐
DAH	砑
DXX	砒
DWC	砓
DGA	研
DVF	砕
DGB	砘
DWR	砜
DGS	砞
DTH	砟
DEG	砠
DGY	砡
DPX	砣
DQA	砥
HXD	砦
DXJ	砩
DXY	砪
DYG	砫
DUG	砬
DTP	砭
VCD	砮
DGU	砰
DQN	砲
DDG	砳
DHC	破
DRG	砶
DJH	砷
DAM	砸
DAR	砹
DWA	砼
DEH	砽
DOC	砿
DCA	硁
DIG	硄
DTL	硇
DVG	硉
DTK	硌
DVE	硍
DGD	硏
DMG	硐
DUA	硑
DSG	硒
DMN	硙
DTD	硚
DYO	硛
DIE	硝
DYV	硠
DPD	硡
DDW	硤
DLH	硨
DTR	硪
DYC	硫
DGJ	硬
DHQ	硯
DLS	硱
DFO	硳
DMW	硶
DSW	硹
DGE	硺
DEE	硼
DQV	碀
DPF	碂
DLT	碅
DMF	碉
DAA	碊
DMS	碋
DVI	碌
DYW	碎
DRT	碑
DQG	碒
DDS	碕
DPQ	碗
DMA	碘
DUK	碚
DAN	碟
DJQ	碣
DYN	碥
DPT	碦
GRD	碧
DLG	碨
DDM	碩
DAD	碪
DWD	碫
DJG	碭
DVT	碯
DMD	碳
DSJ	碴
DHM	碵
DDH	碶
DRF	碷
DPG	碹
DPW	確
DCO	碼
DNA	碾
DNI	碿
DUX	磁
DOV	磄
DYU	磅
DME	磆
DRQ	磈
DDD	磊
DEX	磎
DUV	磏
DKM	磒
DWN	磓
DFC	磕
DNR	磖
LRD	磛
DWF	磜
DDR	磢
DCC	磣
DRV	磤
DLX	磥
DSF	磦
DGM	磧
OSS	磨
DTW	磫
DDF	磭
DOO	磱
DUL	磳
DEQ	磶
DUS	磸
DTO	磻
DKK	磾
DUE	礀
DIP	礃
DYK	礅
DTM	礇
DRY	礉
DLF	礋
DFL	礌
DSS	礎
DOG	礏
DGL	礓
DJX	礘
DXT	礙
DAP	礞
DAL	礣
DAW	礤
DOA	礦
DLL	礧
DDA	礪
DRX	礫
DDT	礰
DOS	礳
DFS	礵
FIU	示
PYF	社
PYB	祁
PYC	祃
PYR	祈
PYD	祐
PYV	祒
PYE	祖
PYQ	祗
FIF	祘
PYT	祚
PYK	祝
PYJ	神
BMF	祟
PYU	祥
SFI	票
WFI	祭
PYL	祵
PYA	祺
PYX	祿
SSF	禁
PYP	禈
PYS	禋
PYG	福
PYO	禟
PYM	禮
PYY	禳
MCI	禸
TKM	禹
TTT	禾
TQB	禿
TBR	秀
TCY	私
TWU	秂
TBG	秄
TTA	秅
TMH	秈
TGV	秉
TFC	秐
TIT	秒
TXX	秕
TNX	秜
TEG	租
TGU	秤
DWT	秦
TRW	秩
TAN	秬
TTN	秭
TGC	秷
TWT	秹
TPT	秺
TQQ	移
TPE	秾
TRD	稀
TYV	稂
TEB	稃
TCW	稄
TWK	稅
TLS	稇
TIE	稍
TRT	稗
TWY	稚
TLT	稛
TFW	稜
TOJ	稥
TLE	稩
TTJ	稪
TRB	稯
TEM	稱
TUV	稴
TLW	稷
TYX	稸
TNU	稺
TEE	稻
TPG	稼
TDN	稽
TYK	稿
TRI	穆
TNW	穋
QOT	穌
TMA	穠
TEA	穩
TGW	穪
TAW	穫
TOA	穬
TQO	穭
TEL	穱
PWU	穴
PWV	究
PWX	穹
PWS	穼
PWA	穿
PWD	突
PWH	窅
PWG	窒
PWQ	窕
PWT	窗
PWN	窟
PWJ	窠
PWM	窩
PWI	窪
PWO	窲
PWL	窶
PWB	窿
PWE	竄
PWR	竅
UUU	立
UWN	竌
UAJ	竎
UKH	竒
UWV	竕
UPS	竚
UUG	竝
UJQ	竟
UCT	竢
UPD	竤
UHJ	竨
UPE	竩
UQV	竫
UNU	竮
UUL	竲
UUS	竴
UKQ	競
THT	竹
TFF	竺
TER	竻
TGF	竽
TBB	竾
TAF	笁
TGA	笄
TRR	笅
TCB	笆
TYH	笇
TBY	笈
TQU	笉
TMW	笍
TTD	笑
TNY	笖
TLJ	笚
TMF	笛
TBM	笜
TCK	笞
TUF	笠
TQN	笣
TVK	笤
TNG	笥
TWF	符
TMM	笧
TXH	第
TQK	笱
TCA	笲
TEK	笳
TIB	笵
TAK	笸
TAB	笻
TTK	笿
TQI	筄
TWA	筏
TAG	筐
TGM	策
TRK	筘
TIV	筜
TPS	筞
TRC	筢
THQ	筧
TCE	筩
TAL	筪
TMU	筫
TTH	筵
TNN	筷
TTS	筿
TBC	箃
TIC	箈
TAA	箋
TRA	箍
TEV	箏
TGE	箐
TVI	箓
TIR	箔
TAD	箕
THA	算
TPW	箜
TJX	箟
TPH	管
TPQ	箢
TIH	箥
TUE	箭
TSH	箱
TDE	箶
TFT	箸
TXQ	箹
TTV	箻
TKB	箿
TVC	節
TLB	範
TXG	篆
TYN	篇
TIA	篊
TTO	篍
THI	篎
TSA	篐
TBI	篜
TIJ	篞
TWH	篠
TCO	篤
TSS	篥
TTL	篦
TBW	篨
TWN	篩
TQF	篯
TJA	篳
TTW	篵
TRQ	篼
TTR	篽
TTQ	簃
TNT	簈
TLV	簍
TVO	簘
TKK	簞
TSJ	簟
TUJ	簡
TUY	簢
TLM	簤
TAM	簧
TOO	簩
TAQ	簪
TYA	簱
TPY	簶
TIP	簹
TPA	簺
TMN	簻
TIG	簿
TAH	籃
TEU	籐
TSQ	籕
TQV	籙
TRL	籜
TYR	籬
TLX	籮
OYT	米
OFH	籵
OWN	籶
OVG	籹
OTN	籺
OBG	籽
OVY	籾
OFY	籿
OQR	粅
OWV	粉
XXO	粊
OXH	粌
ONY	粎
OCN	粑
OUG	粒
ORG	粕
OGS	粖
OEG	粗
OHK	粘
OMG	粙
VOJ	粛
OSG	粞
SOU	粟
XOX	粥
ODJ	粨
IVW	粱
OGJ	粳
OYW	粹
OGE	精
OJS	粿
ONH	糈
ORB	糉
ODE	糊
OUX	糍
OXU	糑
OAT	糒
OCY	糔
OOV	糖
OTF	糙
OCC	糝
OLA	糞
OGM	糟
OAE	糤
OJG	糧
OXK	糨
OFD	糯
ODA	糲
TYO	糴
BMO	糶
XIU	糸
XSH	糽
XNH	糾
XVT	糿
XFY	紂
XKH	紃
XQY	約
XAG	紅
XVY	紉
XYY	紋
XDN	紌
XMW	納
XDY	紎
XUF	紏
XDH	紑
XWJ	紒
XGB	純
XXH	紖
XIT	紗
XQA	紙
XBY	級
XWV	紛
XFC	紜
XPQ	紞
GXI	素
XYT	紡
FPX	索
XRH	紤
XRW	紩
XHX	紪
HXX	紫
XMG	紬
SNX	紮
XLG	細
XDC	紱
XAN	紲
XJH	紳
XHC	紴
XPS	紵
XYG	紸
XVK	紹
XAF	紺
XMD	紻
XXJ	紼
XPX	紽
XWE	紾
XCK	紿
XBM	絀
XTB	絁
XTU	終
XEG	組
XMK	絅
XUG	絆
XRG	絈
XOC	絋
XCF	経
XWT	絍
XTG	絎
XFK	結
XVC	絕
XIG	絖
XLK	絗
XUQ	絘
XGH	絚
XYW	絞
XTK	絡
XQJ	絢
XUA	絣
XSG	絤
XWG	給
XAD	絨
XQI	絩
XLD	絪
VKX	絮
XYC	統
XXI	絲
XTA	絳
XQC	絶
XHQ	絸
XKE	絹
XRD	絺
XGK	綀
XDT	綁
XIE	綃
XVP	綅
XDW	綊
XPD	綋
XFP	綍
XEV	綏
XUK	綐
XLS	綑
XGV	經
XFN	綕
XON	継
XPF	綜
XSS	綝
XMF	綢
XUD	綣
XAA	綫
XEP	綬
XWY	維
XQR	綯
XPH	綰
XMU	綱
XCC	綴
XES	綵
XJS	綶
XTH	綹
XDS	綺
XPG	綻
XRT	綼
XHJ	綽
XFW	綾
XRM	綿
XOO	緂
XJX	緄
XBC	緅
XVL	緇
AHN	緊
XHD	緋
XTV	緌
XWC	総
XVI	緑
XFT	緒
XYJ	緕
XDG	緘
XAK	緙
XRI	線
XKB	緝
XWD	緞
XYU	締
XAL	緢
XWK	緥
XLN	緦
XUS	緧
XYN	編
XDM	緬
XLE	緭
XTJ	緮
XNK	緯
XWN	緱
XHI	緲
XGL	練
XRB	緵
XPL	緷
XJG	緹
XMN	緺
XGC	緻
XHM	緽
XVE	縁
XUW	縊
XUB	縌
XQB	縐
XUV	縑
XDR	縓
XLW	縕
XEX	縘
XAB	縙
XEE	縚
XGE	縛
XKM	縜
XFH	縝
XYK	縞
XPU	縡
HIT	縣
XGX	縤
XWH	縧
XJI	縨
XYR	縭
XPW	縮
XTW	縱
XLX	縲
XGJ	縳
XYX	縴
XJL	縵
XLV	縷
XAJ	縸
XSF	縹
XLP	縺
XTL	總
XGM	績
TXT	繁
XME	繃
XVJ	繅
XNW	繆
ERM	繇
XXC	繈
XFO	繊
XVO	繍
XQD	繎
XUL	繒
XJB	繓
XUJ	織
XAE	繖
XOQ	繗
XTO	繙
XDU	繚
XFF	繞
XVF	繡
XXK	繦
XAQ	繱
XQE	繲
XRY	繳
XYL	繵
XMA	繷
XLF	繹
XQV	繺
XXX	繼
XWO	纀
XAT	纄
XRX	纅
OXI	纇
XOA	纊
XFL	續
XOJ	纏
XHA	纑
XMM	纓
XQK	纔
XWW	纖
XTF	纘
GXH	纛
XAH	纜
XLL	纝
XDF	绔
XIM	绱
RMK	缶
RMB	缷
RMO	缹
RMN	缺
RMQ	缼
RMR	缿
RMX	罆
RMS	罈
RMI	罉
MMR	罌
RMJ	罎
RMA	罐
MRI	罓
MUY	罔
LDH	罘
LYG	罜
LCN	罞
LDF	罟
LUX	罤
LKE	罥
LEB	罦
LSS	罧
LDJ	罨
LHJ	罩
LHD	罪
LYJ	罰
LFM	罱
LFT	署
LLN	罳
LCO	罵
LCE	罷
LNW	罹
LVJ	罺
LNF	罻
LJA	罼
LDO	罽
LUL	罾
MRR	羀
LXK	羂
LAJ	羃
LXH	羄
LXW	羅
UGJ	羊
UFQ	羌
GHH	羐
UGW	羚
UGP	羜
UGN	羞
VTK	群
UGG	羥
UGC	羧
UGI	羨
UGT	義
UGO	羹
NNY	羽
NAG	羾
NAJ	羿
WCN	翁
DCN	翃
FCN	翅
NDC	翇
LNG	翈
UNG	翊
NUG	翋
NUF	翌
NRF	習
FKN	翓
MQN	翙
NYW	翠
NWN	翭
NLA	翼
IGQ	耀
FTX	老
FTE	耂
FTJ	者
FTQ	耇
FTT	耉
DMJ	而
MDM	耑
DII	耒
DIS	耓
DIB	耔
DIF	耕
DIC	耙
DIH	耜
DIW	耠
DIJ	耦
DID	耨
DIA	耩
DIY	耪
DIL	耬
DIX	耭
DIO	耱
BGH	耳
BSH	耵
BBH	耶
DBF	耷
BFC	耺
BPQ	耽
BDC	耾
BOY	耿
BAY	聀
BWV	聁
BWE	聄
BXE	聈
BBM	聉
BQT	聊
BQI	聎
BDM	聏
BFK	聐
BTD	聒
BKG	聖
BMG	聘
BGE	聙
BCI	聚
BPW	聜
BAK	聝
UBD	聞
BUA	聠
BWC	聡
BPG	聢
BEQ	聣
BYK	聤
BTK	聥
BTL	聰
FNW	聲
BFL	聴
BKH	聵
BQD	聸
BPN	聹
NBF	聼
BGF	聽
VGK	聿
VHK	肀
DCV	肆
MWW	肉
EET	肋
EWN	肌
EVN	肍
PEF	肎
EVY	肒
IEF	肖
EVG	肗
EFY	肘
KEF	肙
EFG	肚
EAG	肛
EFH	肝
ECY	肞
EFN	肟
EWC	股
EFC	肢
ECN	肥
EYT	肪
EGB	肫
EDN	肬
EMW	肭
HEF	肯
EDC	肱
YCE	育
ERH	肵
EXX	肶
EQW	肷
EWF	肸
EGM	肺
HPE	肻
EFJ	肼
EDY	肽
LEF	胃
ERW	胅
ERG	胉
MUQ	胊
ERC	胍
ECK	胎
MUB	胐
ENX	胒
EGU	胓
EUG	胖
EWE	胗
EDH	胚
ELH	胛
EQA	胝
EQN	胞
EXY	胟
ESK	胢
ETB	胣
TXE	胤
NHE	胥
EMD	胦
EAI	胨
EHG	胩
ELD	胭
ETA	胮
EDF	胯
EGX	胰
EIG	胱
EYN	胲
ETK	胳
EGC	胵
EQR	胸
EPV	胺
EUA	胼
EFF	胿
EXJ	脂
EQC	脃
EDO	脄
EQD	脆
ERE	脈
IWE	脊
ERS	脎
EOY	脒
EFP	脖
EGI	脙
EGV	脛
ETF	脡
ETX	脢
EAN	脦
MUC	脧
ERD	脪
EWK	脫
EEB	脬
EEV	脮
ENI	脲
EIR	脳
EDE	脹
ERT	脾
EJS	腂
EOO	腅
EMA	腆
ETV	腇
EEQ	腉
EYW	腋
ECC	腏
OWF	腐
EOW	腑
END	腒
EHD	腓
EPW	腔
EPQ	腕
EPF	腙
EPG	腚
ENG	腛
EXG	腞
EDW	腠
EMN	腡
EJM	腢
EJT	腥
EVT	腦
EFM	腩
EPL	腪
ETG	腫
ELN	腮
ERF	腯
ESV	腰
EWW	腳
ENH	腵
EWD	腶
EJG	腸
ETJ	腹
ERI	腺
EVE	腿
EYU	膀
EUV	膁
ELW	膃
EEH	膄
EOV	膅
EGK	膈
EUW	膉
EIW	膌
EEX	膎
EAK	膒
EON	膔
ELA	膕
ETD	膖
ESF	膘
EXK	膙
EIP	膛
ESW	膝
ENW	膠
EFV	膤
GSD	膥
EOQ	膦
MUU	膧
EFK	膨
EAF	膩
EDU	膫
EKH	膭
ETO	膰
ERL	膴
EAY	膵
EXT	膷
EDA	膸
EFA	膹
EYX	臃
ELQ	臅
EUJ	臆
EWG	臉
EKK	臊
ENY	臎
EFD	臑
EAW	臒
EAH	臔
EPA	臗
EVL	臘
EHA	臚
EHH	臞
EAD	臟
DND	臧
THD	自
THS	臬
GCF	至
FKP	臺
ETH	臼
QEF	臽
EWI	臾
EEF	舀
EAJ	舁
DWE	舂
EQO	舄
ELE	舅
EMG	興
EGN	舉
TDD	舌
TDQ	舐
WFK	舒
TDO	舕
NVP	舝
RLG	舞
TEI	舟
TEC	舥
TED	舦
TEY	航
TEW	般
TEX	舭
TEP	舵
TES	舸
TEJ	艃
TET	艇
TEN	艉
TEO	艔
TEF	艝
TEH	艣
TEQ	艪
VEI	艮
YVE	良
QCB	色
XJQ	艴
UAQ	艵
MDH	艷
BTB	艸
ASJ	艼
AVB	艽
ARU	艾
ABR	艿
AVR	芀
AWB	芁
AVY	芄
ACY	芆
AFJ	芉
ATF	芊
AGF	芋
AFN	芌
AQY	芍
AXB	芎
AFF	芏
ANB	芑
BHB	芔
AQU	芕
ADU	芖
AFW	芙
AGB	芚
APU	芝
ARN	芞
AQW	芡
ABN	芤
AWJ	芥
ABY	芨
AFQ	芫
AWV	芬
ACB	芭
AMW	芮
ANU	芯
AWX	花
AYR	芳
AQC	芶
AHF	芷
ARJ	芹
AAH	芽
AAV	苆
AAQ	苉
ADB	苊
AXH	苐
AQB	苑
ACK	苔
AMF	苖
ALF	苗
AMK	苘
AUF	苙
AEH	苚
ASK	苛
AUX	苝
AQN	苞
ANA	苠
ADK	若
ADF	苦
APS	苧
ANX	苨
ARF	苩
ALW	苬
AXE	苭
AWM	苮
ASG	苯
AXC	苰
AMD	英
AEG	苴
ARW	苵
AWI	苶
AAF	苷
AXU	苺
ANT	苾
AXJ	茀
ABM	茁
ADX	茂
AEK	茄
ACN	茅
AHX	茈
AGS	茉
ARG	茊
ATK	茖
AVV	茘
AVE	茛
ASF	茜
AVG	茟
APB	茡
AQQ	茤
AUQ	茨
AIY	茫
ADH	茬
AWD	茯
ARI	茱
AXX	茲
AIA	茳
ALD	茵
AWS	茶
AWA	茷
ABF	茸
AVK	茹
AYC	茺
AMG	茼
AQJ	荀
APV	荌
AGC	荎
AWT	荏
AGX	荑
AYN	荒
AUA	荓
AEE	荔
ADP	荙
AMJ	荝
AXF	荮
AKW	荶
AFP	荸
AEV	荽
ACW	荾
AKE	莂
AGE	莆
ATJ	莉
AGI	莍
AII	莎
AIP	莐
AGV	莖
ALJ	莗
AWH	莜
APF	莞
ATB	莠
AHQ	莧
AYV	莨
ATR	莪
AJD	莫
AVC	莭
ALE	莮
ABK	莻
AXG	莼
ADY	莽
APQ	菀
APH	菅
ABC	菆
AVD	菇
AVI	菉
AQO	菊
ALT	菌
AJX	菎
AIS	菏
AVL	菑
AJS	菒
AEB	菔
AJJ	菖
ARM	菗
AES	菜
ARD	菝
AIH	菠
AUD	菤
ASR	菥
ARP	菦
AOQ	菧
AUK	菩
APD	菪
AIV	菬
AIC	菭
AOV	菮
AGA	華
AHD	菲
AQF	菳
ADJ	菴
AVP	菷
AIE	菹
ASS	菻
AOO	菼
AHG	菽
AGD	菾
AYW	萃
AQR	萄
ART	萆
AEC	萉
ASW	萊
AJE	萌
ATV	萎
AQE	萏
APE	萓
ARV	萔
AEQ	萖
ASP	萙
AIQ	萢
AJM	萬
AQM	萯
APG	萱
AMN	萵
AEW	萸
AIT	落
AJT	葃
AWK	葆
AAN	葉
AXA	葒
ATI	葕
AFT	著
ASH	葙
AJQ	葛
AQG	葡
ATG	董
ALG	葨
ARC	葩
AGQ	葬
AXQ	葯
ADG	葳
AWG	葵
APL	葷
ALN	葸
AKB	葺
ARB	葼
ASV	葽
ASY	蒁
AYU	蒂
AIR	蒎
ARQ	蒐
AFH	蒖
AFI	蒜
ADR	蒝
ATE	蒩
AXM	蒳
AUB	蒴
AEX	蒵
AXW	蒶
AKM	蒷
ABI	蒸
AUV	蒹
AUT	蒺
AOP	蒾
AYK	蒿
ABT	蓀
APJ	蓂
AYX	蓄
AME	蓇
APW	蓉
AWC	蓊
AFC	蓋
ATL	蓖
AOW	蓙
ACE	蓪
AOD	蓭
ATW	蓯
ATH	蓰
AFU	蓻
ANW	蓼
AJA	蓽
AHL	蓾
AXK	蔃
AIF	蔆
AOJ	蔊
AGK	蔌
AJL	蔓
AOA	蔗
ACC	蔘
ANF	蔚
AHO	蔝
AYT	蔟
AWF	蔡
APN	蔤
ALU	蔨
ALR	蔪
ANH	蔬
ABW	蔭
ALA	蔮
ABG	蔯
ARS	蔱
ADA	蔵
AUM	蔽
AVA	蕁
AEU	蕂
ATO	蕃
AUN	蕄
ANN	蕊
AGW	蕐
ALM	蕒
AQT	蕕
AGJ	蕙
AJB	蕞
AFA	蕡
AEP	蕣
AED	蕦
ATT	蕧
AIJ	蕩
ARL	蕪
AVF	蕭
ADC	蕻
AMA	蕽
AFL	蕾
AOE	蕿
AIL	薀
ARY	薂
AIG	薄
ATM	薇
AXT	薌
AUJ	薏
AGL	薑
AQD	薝
AON	薦
ABU	薩
AUS	薪
AOG	薱
AEJ	薶
AFK	薹
ALY	藅
APA	藆
AHW	藈
ADI	藉
AVH	藎
ADN	藏
AER	藐
ATQ	藜
ADD	藞
ALL	藟
ARR	藠
ALC	藣
ARX	藥
ALV	藪
AUR	藱
ASA	藲
ADT	藶
AYJ	藹
AUW	藺
AIK	藻
AHA	蘆
AXL	蘊
AHH	蘋
AFE	蘎
AYE	蘐
AOS	蘑
ANK	蘗
AAT	蘙
ABE	蘟
AMM	蘡
AUE	蘢
AAM	蘣
ARE	蘤
ATX	蘩
AUG	蘭
ALB	蘻
ALX	蘿
AEM	虋
HAV	虍
HAW	虎
HAA	虐
HAY	虔
HAT	處
HAJ	虛
HAK	虞
KGN	號
HAS	虨
JSH	虰
JHY	虲
JBN	虵
JBG	虸
JAG	虹
JTN	虼
JDB	蚅
JCN	蚆
JNY	蚇
JGA	蚈
YJU	蚉
JYY	蚊
JMW	蚋
JDH	蚌
JXH	蚓
JFQ	蚖
JKH	蚛
JAH	蚜
JSY	蚞
WVJ	蚠
JWC	蚣
CYJ	蚤
JWR	蚥
JWJ	蚧
JFW	蚨
JQN	蚫
JNX	蚭
JWA	蚮
JMG	蚰
JGU	蚲
JXE	蚴
JSK	蚵
JMF	蚺
SNJ	蚻
JHC	蚾
JYG	蛀
JDC	蛂
JDG	蛄
JPX	蛇
NHJ	蛋
JMA	蛐
JCT	蛑
JTK	蛒
JLK	蛔
JFF	蛙
JRI	蛛
JVE	蛝
JYW	蛟
JEE	蛠
JNG	蛡
JUA	蛢
JWG	蛤
JQQ	蛥
JGX	蛦
JMR	蛧
JGC	蛭
JGV	蛵
JGI	蛷
JIE	蛸
JCE	蛹
JDW	蛺
JWK	蛻
JLH	蛼
JMY	蛽
JTR	蛾
LQJ	蜀
JTD	蜂
JHQ	蜆
RRJ	蜇
JKG	蜈
JEB	蜉
JKE	蜎
JTB	蜏
JTF	蜓
JQL	蜔
JSW	蜙
JND	蜛
PNT	蜜
JYC	蜟
JLT	蜠
JBL	蜢
JJX	蜫
JBI	蜬
JQE	蜭
JAK	蜮
ECJ	蜰
JRT	蜱
JTV	蜲
JJS	蜾
JPQ	蜿
JCC	蝃
JMU	蝄
JIW	蝋
JTU	蝌
JVC	蝍
JJH	蝐
WYJ	蝕
JRG	蝗
JYN	蝙
JQM	蝜
JLE	蝟
JUS	蝤
NFJ	蝨
JRB	蝬
JTJ	蝮
JDE	蝴
JAN	蝶
JMN	蝸
JJL	蝹
JFM	蝻
UQF	螀
JYV	螂
JWN	螄
JEX	螇
JDR	螈
JUV	螊
JEH	螋
GKM	融
JUT	螏
JTL	螕
JME	螖
JOV	螗
JRQ	螝
JCO	螞
JPJ	螟
JUW	螠
JWH	螩
JON	螰
JPW	螲
JIP	螳
JSF	螵
ANJ	螶
JLR	螹
JLX	螺
JLV	螻
JYX	蟀
JLA	蟈
JAV	蟏
JAD	蟒
JHX	蟕
JFK	蟛
JIA	蟝
JTO	蟠
JNN	蟤
JAM	蟥
JKK	蟬
JRL	蟱
JVA	蟳
JBK	蟶
GEJ	蟸
JYL	蟺
JUG	蟻
JFU	蟽
JQD	蟾
JUQ	蠀
JXG	蠅
JLG	蠉
JLQ	蠋
JJQ	蠍
JOO	蠑
JAP	蠓
JFD	蠕
JAL	蠛
JLL	蠝
JVL	蠟
JDA	蠣
JYF	蠩
EJJ	蠫
JAT	蠮
JMM	蠳
AQA	蠶
TLD	血
TLN	衄
TLI	衆
TLA	衊
TGS	行
TSY	術
TNK	衛
TVD	衟
TQD	衡
YEU	衣
PUC	衩
PUB	衪
PUE	衫
PUP	衴
FKE	袁
EKY	袈
YQN	袌
PUQ	袍
PUX	袎
PUM	袖
YRW	袠
PUH	被
XYE	袰
YQQ	袲
FYE	裁
PUK	裎
YEM	裔
PUW	裕
YKC	裛
PUG	補
YQG	裦
PUR	裨
PUJ	裸
RMH	製
JSE	褁
PUY	褊
YRQ	褢
PUD	褥
YCO	褭
YLI	褱
PUO	褲
PUN	褶
YFW	褻
YKK	襄
PUT	襖
PUS	襟
PUI	襠
PUA	襪
PUL	襬
PUU	襯
SVF	要
STT	覆
HQB	見
CHQ	覌
FWH	規
HQR	覐
EHQ	覓
PYH	視
HKH	覘
QIH	覙
REH	覛
FOH	覝
HQH	覞
TVH	覣
USH	親
HAO	覷
HQT	覹
AKK	觀
QEH	角
TQE	觕
HXQ	觜
UDQ	觠
QMF	觴
YYY	言
YSH	訂
YHY	訃
VYD	訄
YVN	訅
QYD	訇
